,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,chinese,english,german,hindi,italian,japanese,portuguese,russian,spanish,has kids,wants kids,likes dogs,likes cats,new_religion,k-proto-labels
1860,30.0,2.0,anything,1.0,never,working on college/university,hispanic / latin,72.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,other,32
1861,24.0,5.0,other,2.0,sometimes,graduated from high school,white,68.0,other,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,no,no,other,33
1862,29.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,32
1863,24.0,5.0,anything,2.0,never,graduated from high school,white,70.0,computer / hardware / software,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,26
1864,35.0,3.0,anything,3.0,never,graduated from grad,white,61.0,artistic / musical / writer,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,43
1865,29.0,5.0,anything,2.0,never,graduated from grad,indian,68.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,17
1866,21.0,2.0,anything,2.0,never,working on college/university,mixed,63.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,18
1867,30.0,5.0,anything,2.0,never,working on grad,mixed,70.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,32
1868,24.0,5.0,anything,2.0,sometimes,working on college/university,white,71.0,science / tech / engineering,whatever,trying to quit,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,none,1
1869,57.0,2.0,anything,0.0,never,graduated from college/university,white,68.0,hospitality / travel,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,48
1870,48.0,2.0,anything,2.0,never,graduated from college/university,white,64.0,clerical / administrative,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,judaism,47
1871,27.0,5.0,anything,2.0,never,graduated from college/university,mixed,75.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,none,25
1872,27.0,5.0,anything,2.0,never,graduated from college/university,white,65.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,42
1873,25.0,4.0,vegetarian,3.0,never,graduated from college/university,white,71.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,1
1874,31.0,5.0,vegetarian,2.0,never,graduated from college/university,white,65.0,entertainment / media,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,agnosticism,34
1875,31.0,3.0,anything,3.0,never,graduated from college/university,asian,73.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,agnosticism,23
1876,41.0,5.0,other,2.0,sometimes,graduated from grad,white,70.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,agnosticism,39
1877,26.0,3.0,anything,2.0,never,graduated from college/university,asian,64.0,banking / financial / real estate,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,49
1878,51.0,5.0,anything,2.0,never,working on grad,white,71.0,law / legal services,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,christianity,21
1879,27.0,5.0,anything,1.0,never,working on grad,white,68.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,judaism,37
1880,33.0,3.0,anything,2.0,never,graduated from college/university,mixed,76.0,construction / craftsmanship,whatever,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,catholicism,16
1881,25.0,3.0,anything,2.0,never,graduated from college/university,asian,68.0,other,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,26
1882,22.0,2.0,anything,2.0,often,graduated from high school,hispanic / latin,64.0,other,whatever,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,none,41
1883,26.0,3.0,anything,2.0,never,graduated from college/university,white,71.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,0
1884,47.0,5.0,anything,2.0,never,graduated from grad,white,66.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,judaism,2
1885,26.0,5.0,other,1.0,never,working on college/university,white,72.0,military,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,0
1886,36.0,4.0,anything,3.0,never,graduated from college/university,indian,71.0,executive / management,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.,14
1887,39.0,5.0,anything,1.0,never,graduated from college/university,asian,66.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,20
1888,25.0,5.0,anything,2.0,sometimes,working on college/university,white,73.0,law / legal services,matters,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,other,1
1889,24.0,2.0,anything,3.0,sometimes,working on college/university,mixed,63.0,entertainment / media,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,no,no,buddhism,3
1890,64.0,5.0,vegetarian,0.0,never,graduated from college/university,white,71.0,transportation,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,7
1891,36.0,5.0,anything,2.0,sometimes,graduated from grad,white,64.0,education / academia,whatever,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,other,36
1892,24.0,5.0,anything,2.0,sometimes,graduated from college/university,mixed,66.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,atheism,33
1893,41.0,5.0,anything,2.0,never,graduated from grad,white,69.0,other,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,none,20
1894,33.0,5.0,anything,2.0,never,graduated from college/university,white,65.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,46
1895,27.0,2.0,anything,3.0,never,graduated from college/university,white,68.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,agnosticism,37
1896,27.0,4.0,vegan,3.0,sometimes,graduated from high school,white,71.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,0
1897,32.0,3.0,anything,2.0,never,graduated from college/university,white,73.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,none,23
1898,27.0,3.0,anything,3.0,never,graduated from college/university,white,74.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,25
1899,23.0,5.0,anything,2.0,never,space camp,asian,67.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,33
1900,28.0,3.0,anything,2.0,never,graduated from high school,white,70.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,other,0
1901,26.0,4.0,vegetarian,1.0,never,graduated from college/university,mixed,62.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,3
1902,28.0,3.0,anything,2.0,never,graduated from college/university,white,69.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,37
1903,23.0,3.0,anything,2.0,never,graduated from college/university,asian,65.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,none,41
1904,20.0,5.0,vegetarian,1.0,never,working on college/university,asian,62.0,student,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,18
1905,24.0,5.0,anything,2.0,never,graduated from college/university,white,74.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,15
1906,57.0,1.0,anything,0.0,never,graduated from grad,white,71.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,judaism,7
1907,36.0,5.0,anything,2.0,never,graduated from grad,white,67.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,christianity,12
1908,26.0,3.0,anything,2.0,never,graduated from high school,mixed,70.0,military,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,37
1909,27.0,5.0,anything,2.0,never,graduated from college/university,asian,67.0,science / tech / engineering,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,37
1910,24.0,5.0,halal,0.0,never,graduated from high school,mixed,63.0,other,does_not_matter,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,other,3
1911,32.0,3.0,anything,3.0,never,graduated from college/university,white,61.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,11
1912,32.0,5.0,anything,2.0,sometimes,graduated from college/university,mixed,72.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,44
1913,25.0,3.0,anything,2.0,never,graduated from college/university,white,69.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes,no,agnosticism,26
1914,33.0,6.0,vegan,5.0,often,graduated from college/university,white,72.0,political / government,whatever,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,judaism,44
1915,33.0,5.0,other,2.0,never,graduated from high school,white,72.0,computer / hardware / software,whatever,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,christianity,44
1916,26.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,0
1917,37.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,islam,14
1918,22.0,5.0,anything,2.0,never,graduated from high school,mixed,69.0,transportation,matters,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,catholicism,9
1919,43.0,2.0,anything,2.0,never,graduated from grad,hispanic / latin,64.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,none,2
1920,28.0,3.0,anything,2.0,never,graduated from grad,white,70.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,none,0
1921,33.0,5.0,anything,2.0,never,graduated from college/university,white,67.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,agnosticism,40
1922,33.0,5.0,anything,2.0,never,graduated from grad,white,64.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,judaism,46
1923,42.0,4.0,anything,2.0,sometimes,graduated from college/university,white,72.0,banking / financial / real estate,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,none,39
1924,39.0,3.0,anything,3.0,sometimes,graduated from grad,mixed,65.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,atheism,36
1925,49.0,5.0,anything,2.0,never,graduated from college/university,white,67.0,clerical / administrative,whatever,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,agnosticism,27
1926,33.0,4.0,anything,2.0,never,space camp,asian,65.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,46
1927,32.0,5.0,anything,2.0,sometimes,graduated from grad,white,73.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,none,23
1928,29.0,5.0,anything,3.0,sometimes,graduated from college/university,white,74.0,other,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,23
1929,57.0,2.0,other,1.0,never,graduated from college/university,white,65.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,judaism,31
1930,24.0,5.0,anything,2.0,never,working on grad,mixed,73.0,student,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,christianity,1
1931,29.0,5.0,anything,2.0,never,graduated from grad,white,71.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,32
1932,30.0,5.0,anything,2.0,never,graduated from grad,white,66.0,banking / financial / real estate,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,17
1933,30.0,3.0,anything,2.0,never,graduated from college/university,asian,60.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,11
1934,30.0,5.0,anything,2.0,never,graduated from grad,white,73.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,none,23
1935,22.0,3.0,anything,2.0,sometimes,working on college/university,white,65.0,student,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,41
1936,34.0,3.0,anything,2.0,never,graduated from college/university,white,63.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,35
1937,27.0,5.0,anything,3.0,never,graduated from high school,white,69.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,37
1938,48.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,27
1939,29.0,5.0,anything,2.0,never,graduated from grad,white,67.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,none,17
1940,36.0,5.0,anything,3.0,never,graduated from grad,mixed,69.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,catholicism,14
1941,41.0,5.0,anything,3.0,never,graduated from college/university,white,71.0,political / government,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,39
1942,24.0,2.0,vegetarian,2.0,never,graduated from college/university,black,61.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,christianity,3
1943,27.0,3.0,anything,2.0,never,graduated from college/university,hispanic / latin,75.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,christianity,25
1944,30.0,5.0,vegetarian,2.0,sometimes,graduated from college/university,white,70.0,artistic / musical / writer,matters,trying to quit,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,32
1945,43.0,5.0,anything,2.0,never,graduated from grad,mixed,67.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,24
1946,20.0,3.0,anything,2.0,sometimes,working on college/university,asian,66.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,8
1947,33.0,5.0,anything,2.0,sometimes,graduated from college/university,white,71.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,none,44
1948,26.0,4.0,vegetarian,2.0,never,graduated from college/university,white,72.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,0
1949,40.0,5.0,anything,2.0,sometimes,graduated from college/university,white,70.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,none,20
1950,34.0,3.0,vegetarian,3.0,never,graduated from grad,indian,69.0,executive / management,whatever,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,hinduism.,12
1951,33.0,5.0,anything,2.0,never,graduated from college/university,asian,70.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,44
1952,27.0,4.0,anything,2.0,never,graduated from college/university,white,75.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,agnosticism,25
1953,36.0,5.0,anything,2.0,never,graduated from college/university,mixed,70.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,other,14
1954,22.0,4.0,vegan,0.0,never,working on college/university,white,63.0,medicine / health,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,agnosticism,41
1955,33.0,3.0,other,3.0,never,graduated from grad,white,62.0,education / academia,whatever,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other,35
1956,26.0,3.0,anything,2.0,never,working on college/university,black,70.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,christianity,0
1957,33.0,4.0,anything,2.0,never,working on grad,asian,65.0,student,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,46
1958,29.0,3.0,vegetarian,2.0,never,working on college/university,white,74.0,student,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,none,23
1959,38.0,4.0,vegetarian,2.0,never,graduated from college/university,white,75.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,4
1960,23.0,5.0,anything,1.0,never,working on college/university,mixed,66.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,33
1961,28.0,5.0,anything,2.0,sometimes,graduated from college/university,mixed,73.0,artistic / musical / writer,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,25
1962,33.0,3.0,anything,2.0,never,graduated from college/university,white,69.0,computer / hardware / software,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,atheism,40
1963,29.0,5.0,anything,2.0,never,space camp,mixed,72.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,23
1964,24.0,5.0,other,2.0,sometimes,graduated from high school,white,71.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,1
1965,31.0,3.0,anything,2.0,sometimes,graduated from college/university,white,66.0,banking / financial / real estate,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,22
1966,25.0,5.0,vegetarian,2.0,sometimes,graduated from college/university,white,65.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,42
1967,22.0,2.0,other,1.0,sometimes,graduated from high school,black,75.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,15
