,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,k proto labels,k-proto-labels
1107,34.0,2.0,anything,2.0,never,graduated from grad,mixed,63.0,other,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,none,42,42
1108,27.0,5.0,anything,1.0,sometimes,working on college/university,mixed,72.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,none,26,26
1109,42.0,2.0,anything,2.0,never,graduated from college/university,asian,66.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,37,37
1110,28.0,5.0,anything,2.0,never,graduated from college/university,white,65.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,39,39
1111,27.0,3.0,anything,2.0,never,graduated from college/university,black,68.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,22,22
1112,29.0,4.0,vegetarian,2.0,sometimes,graduated from college/university,white,68.0,education / academia,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,22,22
1113,20.0,2.0,anything,2.0,sometimes,working on college/university,middle eastern,72.0,student,whatever,sometimes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,other,49,49
1114,44.0,5.0,anything,1.0,never,graduated from grad,white,74.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,31,31
1115,21.0,1.0,vegan,2.0,sometimes,graduated from college/university,white,69.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,10,10
1116,33.0,5.0,anything,2.0,never,graduated from college/university,hispanic / latin,63.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,24,24
1117,66.0,2.0,anything,1.0,never,graduated from grad,white,68.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none,8,8
1118,27.0,5.0,anything,2.0,never,graduated from college/university,mixed,65.0,sales / marketing / biz dev,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,1,1
1119,30.0,5.0,anything,2.0,never,graduated from college/university,mixed,81.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,16,16
1120,61.0,3.0,anything,2.0,never,graduated from college/university,white,68.0,retired,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,8,8
1121,29.0,3.0,anything,4.0,sometimes,graduated from college/university,mixed,71.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,18,18
1122,33.0,2.0,anything,2.0,never,graduated from college/university,white,66.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,43,43
1123,22.0,2.0,anything,2.0,never,working on college/university,mixed,71.0,student,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,14,14
1124,30.0,2.0,anything,0.0,never,graduated from grad,white,67.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,39,39
1125,27.0,2.0,vegetarian,2.0,never,graduated from college/university,white,64.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,judaism,1,1
1126,44.0,5.0,anything,2.0,never,graduated from grad,mixed,66.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,37,37
1127,27.0,5.0,anything,2.0,never,graduated from college/university,asian,70.0,banking / financial / real estate,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,13,13
1128,26.0,5.0,anything,2.0,never,graduated from college/university,indian,70.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,hinduism.,26,26
1129,27.0,5.0,anything,2.0,sometimes,graduated from college/university,white,69.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,13,13
1130,37.0,5.0,anything,1.0,sometimes,graduated from college/university,white,73.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,17,17
1131,26.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,66.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,christianity,34,34
1132,31.0,4.0,anything,2.0,never,graduated from college/university,mixed,67.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,agnosticism,44,44
1133,24.0,3.0,anything,2.0,sometimes,working on college/university,white,71.0,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,14,14
1134,22.0,5.0,anything,2.0,never,working on grad,white,71.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,judaism,14,14
1135,26.0,5.0,anything,2.0,never,graduated from college/university,mixed,75.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,33,33
1136,31.0,3.0,vegetarian,1.0,never,space camp,white,71.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,27,27
1137,41.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,31,31
1138,27.0,3.0,anything,2.0,never,working on grad,asian,70.0,military,whatever,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,other,22,22
1139,41.0,3.0,anything,2.0,never,graduated from college/university,asian,62.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,11,11
1140,25.0,3.0,vegetarian,2.0,never,space camp,white,71.0,artistic / musical / writer,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,26,26
1141,25.0,3.0,anything,2.0,never,graduated from grad,asian,63.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,christianity,19,19
1142,61.0,5.0,vegetarian,2.0,never,graduated from high school,black,69.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,other,4,4
1143,28.0,3.0,anything,3.0,never,graduated from grad,white,70.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,18,18
1144,22.0,3.0,vegan,4.0,never,graduated from college/university,black,75.0,other,does_not_matter,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,none,32,32
1145,31.0,3.0,vegetarian,2.0,never,graduated from grad,mixed,64.0,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,24,24
1146,30.0,3.0,anything,2.0,never,space camp,white,70.0,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,18,18
1147,26.0,3.0,anything,2.0,never,graduated from college/university,asian,74.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,33,33
1148,24.0,4.0,anything,2.0,sometimes,graduated from college/university,white,64.0,education / academia,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,34,34
1149,36.0,3.0,anything,2.0,never,graduated from college/university,mixed,68.0,clerical / administrative,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism,47,47
1150,30.0,5.0,anything,2.0,sometimes,graduated from college/university,asian,70.0,sales / marketing / biz dev,whatever,trying to quit,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,18,18
1151,26.0,5.0,anything,3.0,never,graduated from college/university,mixed,71.0,sales / marketing / biz dev,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,26,26
1152,46.0,3.0,anything,2.0,never,graduated from high school,white,67.0,transportation,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,37,37
1153,41.0,2.0,anything,2.0,sometimes,graduated from grad,white,66.0,other,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other,41,41
1154,30.0,3.0,anything,2.0,never,graduated from college/university,white,70.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,45,45
1155,23.0,5.0,anything,2.0,never,graduated from college/university,asian,62.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,19,19
1156,66.0,2.0,anything,1.0,never,working on college/university,white,65.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism,8,8
1157,25.0,5.0,anything,2.0,never,graduated from grad,white,75.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,atheism,33,33
1158,22.0,4.0,vegetarian,2.0,never,working on college/university,white,73.0,other,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,14,14
1159,45.0,3.0,anything,2.0,never,graduated from college/university,white,79.0,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity,21,21
1160,30.0,5.0,anything,2.0,sometimes,graduated from grad,mixed,69.0,computer / hardware / software,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.,18,18
1161,23.0,5.0,anything,2.0,never,working on college/university,hispanic / latin,69.0,other,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,3,3
1162,25.0,5.0,anything,2.0,never,graduated from college/university,mixed,74.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,33,33
1163,30.0,4.0,vegetarian,2.0,never,graduated from grad,white,67.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,agnosticism,44,44
1164,50.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,29,29
1165,20.0,5.0,vegetarian,2.0,never,working on grad,white,67.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,10,10
1166,40.0,5.0,vegetarian,2.0,never,working on college/university,white,68.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,41,41
1167,27.0,3.0,anything,2.0,never,graduated from college/university,white,68.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,22,22
1168,41.0,2.0,anything,2.0,never,graduated from college/university,white,72.0,construction / craftsmanship,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,31,31
1169,22.0,5.0,anything,2.0,sometimes,working on college/university,white,66.0,artistic / musical / writer,does_not_matter,sometimes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,christianity,15,15
1170,26.0,5.0,anything,2.0,sometimes,graduated from grad,white,79.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,33,33
1171,44.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,6,6
1172,23.0,5.0,anything,2.0,sometimes,working on college/university,mixed,75.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,32,32
1173,20.0,5.0,other,4.0,never,working on college/university,white,66.0,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,atheism,15,15
1174,38.0,2.0,anything,3.0,never,graduated from high school,white,73.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,17,17
1175,31.0,2.0,anything,1.0,never,working on college/university,mixed,66.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,none,43,43
1176,36.0,2.0,anything,2.0,never,graduated from grad,white,60.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,42,42
1177,34.0,2.0,anything,2.0,sometimes,graduated from college/university,white,68.0,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,25,25
1178,33.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,25,25
1179,28.0,5.0,anything,1.0,never,graduated from college/university,mixed,70.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,18,18
1180,30.0,4.0,anything,3.0,never,graduated from college/university,white,73.0,artistic / musical / writer,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity,27,27
1181,34.0,5.0,anything,2.0,never,graduated from college/university,white,66.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,12,12
1182,24.0,5.0,anything,1.0,never,working on grad,white,75.0,military,matters,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,33,33
1183,24.0,3.0,anything,0.0,never,graduated from college/university,asian,62.0,science / tech / engineering,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity,19,19
1184,23.0,2.0,anything,0.0,never,working on college/university,white,71.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,14,14
1185,39.0,4.0,vegetarian,2.0,never,graduated from grad,white,64.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,judaism,28,28
1186,50.0,5.0,anything,2.0,never,graduated from college/university,white,73.0,other,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism,29,29
1187,36.0,4.0,vegetarian,2.0,never,graduated from college/university,white,73.0,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism,30,30
1188,32.0,3.0,vegetarian,1.0,never,graduated from college/university,middle eastern,74.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,0,0
1189,29.0,3.0,anything,2.0,never,graduated from college/university,mixed,67.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,39,39
1190,20.0,4.0,vegetarian,3.0,never,working on college/university,mixed,63.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none,2,2
1191,57.0,5.0,anything,2.0,never,graduated from grad,white,68.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,4,4
1192,33.0,3.0,vegetarian,2.0,never,graduated from college/university,white,68.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,25,25
1193,29.0,2.0,anything,2.0,sometimes,graduated from grad,white,66.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other,39,39
1194,28.0,3.0,anything,2.0,never,graduated from college/university,white,67.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,22,22
1195,40.0,2.0,anything,2.0,never,graduated from college/university,asian,64.0,medicine / health,whatever,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,christianity,28,28
1196,46.0,3.0,anything,1.0,never,graduated from college/university,white,65.0,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism,37,37
1197,27.0,2.0,anything,2.0,never,graduated from college/university,mixed,61.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,none,36,36
1198,26.0,5.0,other,3.0,sometimes,graduated from grad,white,75.0,artistic / musical / writer,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,33,33
1199,28.0,6.0,other,2.0,sometimes,graduated from college/university,white,65.0,retired,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,1,1
1200,27.0,3.0,anything,1.0,never,graduated from college/university,asian,69.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,22,22
1201,26.0,5.0,anything,2.0,never,working on grad,black,66.0,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,46,46
1202,26.0,3.0,anything,2.0,never,graduated from college/university,white,69.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,atheism,22,22
1203,26.0,3.0,vegetarian,2.0,sometimes,graduated from college/university,mixed,70.0,entertainment / media,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,26,26
1204,23.0,4.0,vegetarian,2.0,never,graduated from college/university,white,69.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,3,3
1205,22.0,5.0,anything,2.0,sometimes,graduated from college/university,white,76.0,science / tech / engineering,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,32,32
1206,25.0,5.0,anything,2.0,never,graduated from college/university,white,71.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,26,26
1207,29.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,18,18
1208,26.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,christianity,26,26
1209,43.0,3.0,vegetarian,2.0,never,graduated from college/university,white,66.0,other,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,atheism,37,37
1210,54.0,5.0,anything,2.0,never,graduated from college/university,white,74.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,29,29
1211,30.0,2.0,anything,2.0,never,graduated from college/university,asian,68.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,atheism,45,45
1212,23.0,3.0,anything,2.0,sometimes,working on college/university,white,66.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other,34,34
