,Unnamed: 0,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
14707,42087,35,single,f,straight,4,anything,2,never,graduated from college/university,indian,61.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,hinduism.
15635,44641,26,single,m,straight,2,anything,2,sometimes,graduated from college/university,white,75.0,political / government,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
8275,23721,39,single,f,straight,4,anything,1,never,working on grad,asian,67.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
19280,55426,32,single,m,straight,3,anything,2,never,working on college/university,black,74.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity
12187,34817,60,single,f,straight,3,anything,2,never,graduated from grad,white,64.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,judaism
10035,28603,28,single,f,gay,2,anything,2,sometimes,working on college/university,white,67.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
35,98,31,single,f,straight,2,anything,2,sometimes,graduated from grad,white,66.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,Tatheism
10543,30106,30,single,m,straight,5,anything,3,never,graduated from college/university,white,76.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
9080,25914,22,single,m,straight,4,anything,2,sometimes,working on college/university,white,71.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
15170,43359,30,single,m,straight,5,anything,2,never,graduated from college/university,white,68.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
1225,3423,43,single,m,straight,3,anything,0,never,graduated from college/university,asian,71.0,clerical / administrative,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,buddhism
13787,39298,40,single,m,gay,4,vegetarian,2,never,graduated from college/university,white,68.0,science / tech / engineering,A,whatever,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,none
9005,25730,26,single,f,straight,5,anything,2,never,graduated from college/university,asian,63.0,sales / marketing / biz dev,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
9994,28520,48,single,f,straight,3,vegan,1,never,graduated from college/university,white,63.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism
4207,12008,35,single,f,straight,3,anything,1,never,graduated from college/university,asian,60.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
14400,41172,26,single,m,straight,5,anything,2,never,graduated from college/university,white,69.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
16498,47315,29,single,f,straight,4,anything,0,never,graduated from college/university,asian,62.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
13386,38123,50,single,f,straight,5,vegetarian,2,never,graduated from college/university,white,67.0,clerical / administrative,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism
3370,9488,18,single,m,straight,3,anything,0,never,working on college/university,white,72.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
2000,5623,37,single,m,straight,5,anything,1,never,graduated from grad,white,67.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,judaism
13542,38592,33,single,f,straight,2,anything,2,never,graduated from college/university,white,64.0,sales / marketing / biz dev,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
14007,39923,31,single,m,straight,6,anything,3,sometimes,graduated from college/university,white,72.0,entertainment / media,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
5696,16297,31,single,m,straight,3,anything,2,never,graduated from college/university,white,73.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
6670,19033,28,single,m,straight,5,anything,2,never,graduated from college/university,mixed,66.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
10670,30407,30,single,f,straight,2,anything,2,never,graduated from grad,mixed,62.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
13530,38555,31,single,m,straight,4,vegetarian,2,sometimes,graduated from college/university,mixed,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism
4792,13779,28,single,f,straight,3,anything,2,never,space camp,asian,63.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,christianity
1852,5172,21,single,f,gay,5,anything,3,sometimes,working on college/university,mixed,62.0,sales / marketing / biz dev,A,whatever,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
7272,20798,43,single,m,straight,5,anything,3,never,graduated from college/university,asian,67.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity
470,1300,30,single,m,straight,4,anything,2,never,graduated from grad,white,67.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,catholicism
11971,34170,43,single,f,bisexual,5,vegetarian,2,never,graduated from grad,white,63.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
20729,59695,22,single,f,straight,2,anything,3,never,working on college/university,mixed,67.0,sales / marketing / biz dev,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
2036,5703,30,single,f,straight,3,anything,2,never,graduated from college/university,white,64.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
2247,6272,41,single,m,straight,3,anything,2,never,graduated from college/university,asian,66.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
16059,45990,47,single,m,straight,5,other,2,never,graduated from college/university,black,74.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
16049,45970,27,single,f,straight,4,anything,1,never,graduated from high school,mixed,69.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,other
5338,15287,41,single,m,straight,5,vegetarian,0,never,graduated from college/university,white,72.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
18624,53618,43,single,m,straight,5,vegetarian,2,sometimes,graduated from college/university,white,75.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
3525,9948,51,single,m,gay,3,anything,2,never,graduated from college/university,mixed,64.0,political / government,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
10944,31191,23,single,m,straight,5,anything,2,never,working on grad,white,76.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none
3670,10413,27,single,m,straight,3,anything,2,never,graduated from high school,white,72.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
18883,54319,31,single,f,straight,5,vegan,2,never,graduated from grad,white,67.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
88,229,58,single,f,straight,5,anything,1,never,graduated from grad,white,70.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,judaism
1242,3455,25,single,m,straight,4,anything,3,often,graduated from college/university,asian,74.0,sales / marketing / biz dev,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,christianity
10910,31084,30,single,m,gay,4,anything,2,never,graduated from grad,hispanic / latin,67.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
14827,42422,22,single,m,straight,4,anything,2,never,working on grad,white,73.0,science / tech / engineering,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
11147,31772,31,single,m,straight,5,anything,3,sometimes,working on college/university,white,68.0,education / academia,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
15620,44597,41,single,f,straight,3,anything,2,never,graduated from college/university,white,66.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
1070,2976,30,single,m,straight,4,anything,2,sometimes,graduated from college/university,asian,70.0,hospitality / travel,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
14587,41716,31,single,m,straight,5,anything,2,never,graduated from college/university,asian,70.0,banking / financial / real estate,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,christianity
11650,33277,22,single,f,straight,5,anything,2,never,graduated from college/university,white,63.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
9036,25805,21,single,f,straight,2,anything,2,never,graduated from high school,white,67.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,agnosticism
8683,24900,29,single,f,straight,4,anything,1,never,graduated from college/university,asian,65.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
1841,5131,25,single,m,straight,4,other,2,never,working on college/university,mixed,69.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
18423,53065,36,single,f,straight,5,anything,2,never,graduated from grad,asian,65.0,student,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
10350,29509,28,single,m,straight,5,vegetarian,1,never,graduated from college/university,white,69.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
8208,23509,64,single,f,straight,3,anything,2,never,graduated from college/university,white,66.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,christianity
72,195,32,single,f,straight,2,anything,2,never,graduated from grad,white,63.0,education / academia,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
14336,40988,27,single,m,straight,3,anything,2,never,working on college/university,white,69.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
1945,5460,20,single,m,straight,5,anything,2,never,working on college/university,white,66.0,other,A,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,christianity
13286,37898,30,single,f,straight,3,anything,2,never,graduated from college/university,white,64.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
16529,47414,53,single,f,straight,2,anything,3,never,graduated from grad,white,63.0,executive / management,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
5707,16324,41,single,m,straight,5,anything,2,never,graduated from grad,white,69.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
7210,20625,28,single,m,straight,5,anything,1,never,graduated from grad,asian,71.0,science / tech / engineering,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism
3415,9621,30,single,m,straight,5,anything,2,never,graduated from grad,white,74.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
14760,42210,24,single,m,straight,4,anything,2,never,working on grad,white,69.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
18335,52842,55,single,m,straight,5,anything,2,never,graduated from grad,white,68.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,other
832,2249,32,single,m,straight,2,anything,2,never,graduated from grad,asian,69.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
741,2025,25,single,f,straight,4,anything,4,sometimes,graduated from college/university,white,68.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
3874,10985,32,single,f,straight,3,vegetarian,2,never,graduated from college/university,white,65.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
7385,21108,23,single,f,straight,3,anything,3,sometimes,graduated from college/university,white,61.0,sales / marketing / biz dev,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism
14991,42903,28,single,m,straight,5,anything,2,never,graduated from college/university,white,72.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,Tatheism
15124,43256,27,single,m,straight,5,anything,2,never,graduated from college/university,mixed,64.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
9956,28403,32,single,m,straight,5,anything,1,never,graduated from college/university,white,73.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,other
10424,29737,26,single,m,straight,3,anything,2,never,graduated from college/university,white,71.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
4879,14010,40,single,m,straight,1,anything,1,never,working on college/university,white,69.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other
10406,29680,27,single,f,straight,2,anything,2,never,graduated from college/university,white,62.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
14216,40597,29,single,f,straight,5,anything,2,never,graduated from college/university,white,66.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none
14930,42732,42,single,m,straight,3,kosher,1,never,graduated from high school,black,74.0,education / academia,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
3833,10877,47,single,f,straight,1,vegetarian,2,never,graduated from college/university,white,66.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
19414,55804,32,seeing someone,f,straight,2,anything,2,sometimes,graduated from grad,white,62.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
15630,44624,43,single,f,bisexual,5,vegetarian,2,never,graduated from college/university,white,70.0,medicine / health,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
10904,31062,24,single,f,straight,2,vegetarian,1,never,working on college/university,mixed,62.0,student,A,matters,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
14059,40093,24,single,m,straight,4,anything,2,never,working on college/university,asian,66.0,hospitality / travel,A,whatever,sometimes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism
5973,17072,22,single,f,straight,2,anything,3,sometimes,graduated from college/university,white,66.0,artistic / musical / writer,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
18886,54333,23,single,f,straight,3,vegetarian,2,never,graduated from college/university,white,70.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
18611,53568,30,single,f,straight,4,anything,2,sometimes,graduated from grad,white,67.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
17980,51747,26,single,f,straight,4,anything,2,never,graduated from college/university,white,66.0,artistic / musical / writer,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none
3227,9051,29,single,m,straight,3,anything,2,never,graduated from college/university,asian,69.0,computer / hardware / software,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
