,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
20055,18,single,m,straight,5,anything,1,never,working on college/university,white,72.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,agnosticism
20058,50,single,m,straight,5,anything,2,never,working on grad,white,72.0,retired,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
20060,46,single,m,straight,3,vegetarian,2,sometimes,working on college/university,hispanic / latin,67.0,transportation,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,buddhism
20061,19,single,f,bisexual,2,vegetarian,2,never,working on college/university,white,61.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
20062,32,single,f,straight,5,anything,2,never,graduated from grad,white,65.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism
20063,24,single,m,straight,3,anything,2,never,graduated from college/university,asian,68.0,computer / hardware / software,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
20067,27,single,m,straight,3,vegetarian,2,sometimes,graduated from college/university,white,70.0,artistic / musical / writer,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
20068,26,single,f,straight,3,anything,1,never,graduated from grad,mixed,65.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
20071,27,single,m,straight,5,anything,3,sometimes,graduated from high school,mixed,82.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
20076,45,single,m,straight,5,anything,2,never,graduated from college/university,black,68.0,law / legal services,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity
20081,34,single,f,straight,5,other,2,never,working on grad,white,65.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other
20082,26,single,f,gay,3,anything,0,never,space camp,white,65.0,other,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,none
20085,60,single,m,straight,3,anything,2,never,graduated from grad,white,73.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other
20086,25,single,m,straight,5,anything,2,sometimes,graduated from college/university,white,74.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
20088,34,single,m,straight,5,anything,2,never,graduated from college/university,asian,73.0,computer / hardware / software,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism
20092,33,single,m,straight,4,anything,2,never,graduated from college/university,mixed,74.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
20093,29,single,f,straight,5,anything,2,never,graduated from grad,white,71.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
20094,44,single,m,gay,5,anything,2,never,graduated from grad,white,68.0,education / academia,A,does_not_matter,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,other
20095,26,single,m,straight,5,anything,2,never,space camp,asian,69.0,political / government,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
20097,30,single,m,straight,5,anything,2,never,working on grad,white,71.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none
20099,61,single,f,straight,5,anything,2,never,graduated from college/university,white,62.0,medicine / health,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
20102,29,single,m,straight,5,anything,3,never,graduated from college/university,asian,72.0,sales / marketing / biz dev,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
20104,59,single,m,straight,5,other,2,never,graduated from college/university,white,73.0,artistic / musical / writer,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
20112,25,single,m,straight,4,vegan,0,never,graduated from college/university,mixed,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
20119,68,single,f,straight,3,anything,2,never,graduated from college/university,white,63.0,retired,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,judaism
20120,25,single,f,bisexual,3,vegetarian,2,sometimes,working on grad,white,66.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
20122,45,single,m,straight,3,other,2,sometimes,working on college/university,white,73.0,clerical / administrative,A,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
20124,32,single,m,straight,4,vegetarian,2,sometimes,dropped out of high school,white,71.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
20125,40,single,m,gay,4,anything,2,never,graduated from grad,white,74.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism
20126,31,single,f,straight,3,anything,2,never,graduated from college/university,asian,70.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,catholicism
20128,35,single,m,straight,5,anything,3,never,graduated from college/university,white,68.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
20129,34,single,m,straight,4,anything,2,sometimes,graduated from college/university,white,72.0,banking / financial / real estate,A,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
20131,28,single,f,straight,3,anything,3,never,graduated from grad,white,65.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
20132,38,single,f,straight,2,anything,1,never,graduated from grad,white,68.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
20133,30,single,m,straight,5,anything,2,sometimes,graduated from grad,white,72.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
20135,24,single,m,straight,3,anything,2,never,graduated from high school,white,71.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
20138,25,single,m,straight,5,vegetarian,3,never,working on grad,white,73.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
20139,28,single,m,straight,3,anything,5,sometimes,graduated from college/university,asian,67.0,computer / hardware / software,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism
20142,21,single,m,straight,3,anything,2,never,working on college/university,white,73.0,other,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
20144,29,single,m,straight,5,anything,0,never,graduated from college/university,white,69.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
20146,20,single,m,straight,5,anything,0,never,working on college/university,hispanic / latin,67.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
20152,29,single,m,straight,5,anything,2,never,graduated from college/university,white,73.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
20156,24,single,m,straight,5,anything,2,never,graduated from college/university,asian,72.0,sales / marketing / biz dev,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,catholicism
20161,31,single,m,straight,3,anything,2,never,graduated from college/university,asian,71.0,computer / hardware / software,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
20167,31,single,m,straight,5,anything,3,never,graduated from grad,mixed,73.0,law / legal services,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
20168,43,single,m,straight,5,anything,2,never,graduated from grad,white,72.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism
20170,36,single,f,straight,4,other,2,never,graduated from college/university,white,64.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
20172,25,single,f,straight,3,anything,2,never,graduated from college/university,asian,62.0,other,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
20182,29,single,m,straight,5,anything,2,never,graduated from college/university,white,74.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
20184,38,single,m,gay,3,other,2,never,graduated from college/university,white,72.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
20185,22,single,m,straight,3,anything,2,never,working on college/university,white,67.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none
20186,48,single,f,straight,3,anything,2,never,graduated from college/university,white,67.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity
20188,40,single,f,straight,4,vegetarian,1,never,graduated from grad,white,63.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none
20192,52,single,f,straight,5,vegetarian,1,never,graduated from grad,black,70.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,christianity
20197,24,single,m,straight,6,anything,2,never,working on grad,white,76.0,executive / management,A,does_not_matter,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,agnosticism
20205,32,single,f,straight,5,anything,2,never,graduated from grad,asian,67.0,other,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,Tatheism
20209,56,single,m,straight,5,anything,2,never,working on college/university,white,66.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
20212,31,single,f,straight,2,anything,2,never,graduated from college/university,mixed,60.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none
20214,31,single,m,gay,3,anything,2,never,graduated from college/university,white,73.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,Tatheism
20215,54,single,f,gay,4,anything,2,never,graduated from college/university,white,63.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
20216,27,single,m,straight,5,anything,3,sometimes,graduated from college/university,mixed,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none
20222,25,single,f,straight,3,anything,2,never,graduated from grad,white,65.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,judaism
20224,64,single,f,straight,2,anything,1,sometimes,graduated from high school,white,67.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism
20229,46,single,f,straight,3,anything,2,never,graduated from college/university,white,65.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
20230,28,single,f,straight,5,anything,1,never,graduated from college/university,white,69.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
20231,26,single,m,straight,5,kosher,2,never,working on grad,white,75.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism
20233,40,single,m,gay,5,anything,2,never,graduated from grad,white,71.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
20235,40,single,m,straight,3,vegetarian,2,sometimes,graduated from grad,white,72.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism
20237,31,single,f,straight,3,anything,2,never,graduated from college/university,white,63.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,none
20239,35,single,f,straight,5,other,1,never,working on college/university,white,62.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
20240,53,single,f,straight,5,anything,2,never,graduated from college/university,white,63.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,none
20241,36,single,f,straight,5,anything,2,never,graduated from college/university,mixed,70.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,other
20243,43,single,f,straight,5,anything,2,never,graduated from college/university,white,66.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
20248,35,single,f,straight,4,anything,2,never,graduated from grad,white,65.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,none
20257,32,single,m,straight,5,anything,2,never,graduated from college/university,white,71.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
20263,27,single,f,straight,5,anything,2,never,working on grad,asian,62.0,student,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
20264,41,single,f,straight,2,anything,2,never,graduated from grad,white,66.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
20265,22,single,f,straight,5,anything,2,never,graduated from college/university,black,66.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,none
20269,32,single,f,straight,2,vegetarian,2,never,graduated from college/university,indian,67.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
20271,20,single,f,straight,2,anything,2,sometimes,working on college/university,hispanic / latin,66.0,artistic / musical / writer,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
20276,51,seeing someone,m,straight,5,vegetarian,2,never,graduated from grad,black,70.0,executive / management,A,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,other
20277,26,single,m,straight,1,other,1,never,graduated from college/university,white,72.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
20281,33,single,f,straight,3,anything,2,sometimes,graduated from college/university,white,64.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
20282,34,single,f,straight,4,vegetarian,2,never,graduated from college/university,asian,62.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism
20290,34,single,m,straight,5,anything,2,sometimes,graduated from college/university,white,72.0,hospitality / travel,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
20296,28,single,m,straight,4,anything,2,never,graduated from high school,white,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
20298,27,single,m,gay,3,anything,0,never,working on college/university,white,70.0,sales / marketing / biz dev,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
20301,41,single,f,straight,5,anything,2,never,working on grad,white,62.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
20302,32,single,m,straight,5,anything,2,never,graduated from grad,mixed,68.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
20308,42,single,m,straight,5,anything,2,never,graduated from college/university,mixed,71.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,Tatheism
20309,24,single,f,gay,4,anything,2,sometimes,graduated from high school,white,68.0,retired,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
20317,23,single,m,straight,3,anything,2,never,graduated from college/university,white,72.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
20327,44,single,f,bisexual,2,other,2,sometimes,graduated from grad,white,69.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other
