,age,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,hand-label
33053,26,f,straight,3,anything,2,never,working on college/university,asian,63,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
23019,35,f,bisexual,2,anything,2,never,graduated from high school,white,69,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
14498,42,f,straight,2,anything,1,never,graduated from grad,mixed,63,law / legal services,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
7919,26,m,straight,2,vegetarian,2,sometimes,graduated from college/university,white,69,entertainment / media,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
54950,23,m,straight,3,anything,2,never,graduated from college/university,white,72,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,
53109,41,m,straight,2,anything,1,never,graduated from college/university,white,85,entertainment / media,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,buddhism,
437,24,m,straight,5,anything,2,never,graduated from college/university,asian,69,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other,
36892,38,m,straight,5,anything,2,never,graduated from grad,mixed,73,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,agnosticism,
13753,27,m,straight,4,vegan,2,often,working on college/university,hispanic / latin,65,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,buddhism,
58087,26,f,straight,4,vegetarian,2,sometimes,graduated from college/university,white,68,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,
3596,31,f,straight,5,anything,2,never,graduated from grad,white,66,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
50992,25,m,straight,5,anything,2,never,graduated from grad,indian,67,computer / hardware / software,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.,
28171,33,f,straight,2,anything,2,never,graduated from college/university,white,63,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,23
16178,36,m,straight,3,other,0,never,graduated from college/university,white,73,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism,
41523,34,m,straight,3,anything,2,sometimes,graduated from college/university,white,73,political / government,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
54084,27,f,straight,4,anything,3,never,graduated from college/university,white,67,hospitality / travel,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,atheism,
46441,29,m,straight,5,anything,3,sometimes,working on college/university,white,73,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
22540,28,m,straight,4,anything,2,sometimes,working on college/university,mixed,70,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
24116,30,m,straight,5,anything,2,never,graduated from grad,white,71,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
44350,22,m,straight,5,anything,2,never,graduated from college/university,white,68,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,none,
40578,45,m,gay,3,vegetarian,2,never,graduated from grad,mixed,65,education / academia,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,agnosticism,
46283,22,f,straight,5,anything,2,never,graduated from college/university,asian,62,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
24099,31,f,straight,4,vegetarian,2,never,graduated from college/university,indian,64,other,does_not_matter,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,other,
2027,28,m,straight,5,anything,2,never,graduated from college/university,mixed,72,political / government,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
2084,27,m,straight,3,anything,2,never,graduated from college/university,hispanic / latin,68,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,
54240,34,f,straight,5,anything,2,never,graduated from grad,white,64,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
17483,26,f,straight,4,anything,1,never,working on college/university,mixed,61,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,
13288,23,m,straight,5,anything,2,sometimes,working on grad,white,71,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
10146,52,f,straight,2,vegetarian,0,never,graduated from college/university,white,65,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism,
22801,42,m,straight,5,anything,3,never,graduated from grad,white,73,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,atheism,
54738,21,f,straight,3,anything,2,sometimes,space camp,hispanic / latin,66,artistic / musical / writer,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
17349,57,f,straight,3,anything,2,never,graduated from college/university,white,60,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,none,
56606,20,m,straight,3,vegetarian,0,never,working on college/university,white,72,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
21403,26,f,straight,5,anything,2,never,space camp,black,71,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
47216,32,f,straight,3,anything,2,never,graduated from college/university,white,69,medicine / health,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
52053,24,f,straight,2,anything,2,never,graduated from college/university,white,64,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity,
22364,26,m,straight,5,anything,2,never,graduated from college/university,mixed,75,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,christianity,
50181,31,m,straight,5,vegetarian,2,sometimes,space camp,white,68,transportation,matters,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,agnosticism,
5023,19,m,straight,2,anything,2,never,graduated from high school,asian,72,student,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
34995,42,m,straight,5,anything,2,never,graduated from grad,white,70,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism,
35809,27,f,bisexual,4,anything,2,sometimes,graduated from college/university,mixed,59,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
34059,39,f,straight,4,anything,2,never,graduated from grad,white,66,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,judaism,
37772,28,m,straight,3,anything,2,never,graduated from college/university,white,73,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none,
17863,40,f,straight,3,anything,2,never,graduated from grad,white,67,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,none,
6235,22,m,straight,5,anything,1,never,working on college/university,white,68,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,other,
41800,25,m,straight,3,anything,3,sometimes,working on college/university,white,69,hospitality / travel,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
44696,30,m,straight,5,anything,2,never,graduated from college/university,mixed,70,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
41773,26,f,straight,4,vegetarian,1,never,working on college/university,white,64,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,christianity,
34636,38,f,straight,5,anything,2,never,graduated from college/university,white,66,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
4878,29,m,straight,3,anything,2,never,graduated from college/university,white,74,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,
47152,43,f,straight,3,anything,2,never,working on college/university,white,71,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
36598,24,m,gay,4,vegetarian,2,never,graduated from college/university,asian,66,other,whatever,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,christianity,
54949,29,m,straight,5,anything,4,never,graduated from college/university,mixed,71,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,
46259,53,f,straight,2,anything,2,never,graduated from college/university,white,64,medicine / health,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,
59931,24,m,straight,5,vegetarian,1,never,graduated from college/university,indian,72,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
903,24,m,straight,5,anything,2,never,working on college/university,white,67,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
2790,66,f,straight,2,anything,2,never,graduated from grad,white,66,retired,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
34410,30,m,bisexual,5,anything,4,often,graduated from grad,black,78,medicine / health,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,
913,42,m,straight,5,vegetarian,1,never,graduated from grad,white,67,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
10747,25,m,straight,5,vegetarian,2,sometimes,graduated from college/university,white,69,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none,
3205,41,m,straight,5,vegetarian,2,never,space camp,white,71,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
18248,30,m,straight,3,anything,1,never,graduated from grad,asian,72,clerical / administrative,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
39910,27,m,straight,5,anything,2,never,graduated from college/university,asian,64,other,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,catholicism,
16444,21,m,straight,3,anything,2,never,working on college/university,white,71,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
32804,50,m,straight,5,anything,3,never,graduated from grad,white,69,law / legal services,whatever,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,judaism,
41706,25,m,straight,2,anything,2,never,graduated from high school,white,64,science / tech / engineering,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity,
26577,36,m,straight,2,anything,2,never,graduated from college/university,asian,71,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
42502,25,m,straight,5,anything,2,never,working on grad,white,73,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
12950,23,m,straight,5,anything,1,never,graduated from grad,mixed,67,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
47022,23,f,straight,3,anything,2,never,working on college/university,asian,64,student,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
52270,29,f,straight,5,anything,2,never,graduated from grad,indian,65,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
8568,33,m,straight,5,anything,2,never,graduated from grad,mixed,67,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other,
2781,30,m,straight,5,anything,2,never,graduated from college/university,white,74,executive / management,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,
55299,27,f,straight,2,anything,2,never,graduated from college/university,white,66,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism,
28440,36,f,straight,5,anything,2,never,graduated from college/university,hispanic / latin,62,clerical / administrative,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,catholicism,
37109,26,m,straight,2,anything,2,never,graduated from college/university,mixed,70,computer / hardware / software,whatever,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
52591,45,f,straight,5,anything,1,never,graduated from college/university,white,66,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other,
21410,25,m,bisexual,4,anything,2,never,graduated from college/university,hispanic / latin,70,medicine / health,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,
2662,43,m,straight,3,anything,2,never,graduated from grad,white,72,other,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
19794,44,f,straight,3,anything,1,never,graduated from college/university,mixed,65,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,agnosticism,
28484,67,f,bisexual,2,other,1,sometimes,graduated from grad,white,61,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other,
58310,24,m,straight,5,anything,2,never,graduated from college/university,white,68,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism,
20338,24,m,gay,5,anything,2,never,working on college/university,hispanic / latin,72,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
302,37,f,straight,5,anything,3,sometimes,graduated from college/university,mixed,65,other,whatever,sometimes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,agnosticism,
52758,48,m,straight,5,anything,2,never,graduated from college/university,mixed,70,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,
26168,51,f,straight,2,anything,2,never,graduated from college/university,white,65,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,judaism,
52691,24,m,straight,5,anything,2,never,graduated from high school,asian,60,military,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism,
24168,36,f,straight,5,other,2,never,graduated from grad,white,69,executive / management,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,
23596,25,m,straight,5,anything,2,sometimes,graduated from high school,mixed,69,banking / financial / real estate,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,
39304,28,m,straight,3,anything,2,never,working on college/university,hispanic / latin,65,hospitality / travel,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,
44987,26,m,bisexual,5,anything,2,never,working on grad,asian,72,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism,
31798,26,m,straight,3,anything,2,never,graduated from college/university,asian,71,executive / management,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
53840,53,f,straight,3,anything,2,never,graduated from grad,white,63,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
13316,25,f,straight,2,anything,3,never,graduated from college/university,middle eastern,65,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
56449,32,f,straight,5,anything,2,never,graduated from college/university,mixed,62,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,
